player_id,name,position,team,rank_value,bye,status
4149,Jamaal Williams,RB,FA,423.0,0,Active
6931,DeeJay Dallas,RB,CAR,423.0,0,Active
12699,LaJohntay Wester,WR,BAL,423.0,0,Active
11590,Jase McClellan,RB,FA,423.0,0,Active
8249,Lucas Krull,TE,DEN,423.0,0,Active
8583,Stone Smartt,TE,NYJ,423.0,0,Active
8219,Jelani Woods,TE,NYJ,423.0,0,Active
8122,Zonovan Knight,RB,ARI,423.0,0,Active
10234,Derius Davis,WR,LAC,485.0,0,Active
6850,Harrison Bryant,TE,HOU,485.0,0,Active
4464,Nick Mullens,QB,JAC,485.0,0,Active
12866,Jalin Conyers,TE,MIA,485.0,0,Active
11716,Tip Reiman,TE,ARI,485.0,0,Active
7601,Rondale Moore,WR,MIN,485.0,0,Active
11615,Ainias Smith,WR,CAR,485.0,0,Active
8195,Ronnie Rivers,RB,LAR,485.0,0,Active
9505,Deuce Vaughn,RB,FA,485.0,0,Active
10227,Payne Durham,TE,TB,485.0,0,Active
11588,Jawhar Jordan,RB,HOU,485.0,0,Active
1535,Cordarrelle Patterson,RB,FA,485.0,0,Active
2711,Taylor Heinicke,QB,FA,485.0,0,Active
8127,Charlie Kolar,TE,BAL,485.0,0,Active
11568,Blake Watson,RB,FA,485.0,0,Active
4089,Gerald Everett,TE,FA,485.0,0,Active
4314,Johnny Mundt,TE,JAC,485.0,0,Active
5113,Cedrick Wilson Jr.,WR,NO,485.0,0,Active
7075,Charlie Woerner,TE,ATL,485.0,0,Active
7746,Austin Trammell,WR,JAC,485.0,0,Active
6694,D'Ernest Johnson,RB,FA,485.0,0,Active
7891,Brock Wright,TE,DET,485.0,0,Active
10212,Josh Whyle,TE,GB,485.0,0,Active
11773,Keilan Robinson,RB,FA,485.0,0,Active
6074,Donald Parham Jr.,TE,PIT,485.0,0,Active
10857,Stetson Bennett IV,QB,LAR,485.0,0,Active
12732,Dominic Lovett,WR,DET,485.0,0,Active
10214,Davis Allen,TE,LAR,485.0,0,Active
12523,Jimmy Horn Jr.,WR,CAR,485.0,0,Active
3357,Brandon Allen,QB,TEN,485.0,0,Active
8204,Bo Melton,WR,GB,485.0,0,Active
5154,Trent Sherfield Sr.,WR,DEN,485.0,0,Active
8206,Skylar Thompson,QB,PIT,485.0,0,Active
5284,Jeff Wilson Jr.,RB,MIA,485.0,0,Active
10215,Jake Haener,QB,NO,485.0,0,Active
6798,Jalen Reagor,WR,LAC,485.0,0,Active
11605,Jaheim Bell,TE,FA,485.0,0,Active
7605,Kyle Trask,QB,FA,485.0,0,Active
7083,Tyler Huntley,QB,BAL,485.0,0,Active
12735,Caleb Lohner,TE,DEN,485.0,0,Active
7537,Jaret Patterson,RB,FA,485.0,0,Active
8157,Bailey Zappe,QB,CLE,485.0,0,Active
4189,Eric Saubert,TE,SEA,485.0,0,Active
